"Business Objects for: "	Lead and Opportunity Management
"UML Type"	"Business Object"	"Supertype"	"Attribute"	"Description"	"Data Type"
Attribute	PartyRelationship	""	RelationshipValidityPeriod	""	String
Class	MarketResearch	""	""	"The action or activity of gathering information about target markets or customers."	""
Attribute	MarketResearch	""	MarketResearchSource	"Refers to information (e.g. Market research report) used in the Market Research. "	String
Attribute	MarketResearch	""	MarketResearchViewpoint	"Refers to the viewpoint used in the market research. . "	String
Attribute	MarketResearch	""	MarketResearchApproach	"Refers to the approach used in the market research. "	String
Attribute	MarketResearch	""	MarketResearchPeriod	"Period covered by the market research"	String
Attribute	MarketResearch	""	ResearchedMarket	"Market that is subject of the market research. . "	String
Class	MarketResearch	Assessment	""	"the rating/certification derived as result of an applied test assessment of an entity using specific testing criteria"	""
Class	Campaign	""	""	"A series of organized actions which are done for one purpose.. . A systemic course of actions formulated to achieve defined objectives.. . campaign. BusinessDictionary.com. Retrieved August 23, 2018, from BusinessDictionary.com website: http://www.businessdictionary.com/definition/campaign.html"	""
Attribute	Campaign	""	CampaignType	"Type of campaign."	String
Attribute	Campaign	""	CampaignVersion	"The version of campaign."	String
Attribute	Campaign	""	CampaignDescription	""	String
Attribute	Campaign	""	CampaignPeriod	""	String
Class	ManagementPlan	""	""	"The course of action to realize goals (of an operational unit of an enterprise).. . The management and oversight while running an operational unit of an enterprise. (Generic Artifact). . . "	""
Attribute	ManagementPlan	""	ManagementPlanPeriod	"The time period addressed by the management plan."	String
Attribute	ManagementPlan	""	ManagementPlanGoal	""	String
Attribute	ManagementPlan	""	ManagementPlanType	""	263158
Attribute	ManagementPlan	""	Management Plan Description	""	String
Class	ManagementPlan	Plan	""	"A method for doing or achieving something, usually involving a series of actions or stages, or something you have arranged to do. (Cambridge Dictionary). . A plan is a set of intended actions, through which one intends to achieve a goal.. . "Course of action" is a synonym for Plan. "	""
Class	AdvertisingCampaignPerformanceAssessment	""	""	""	""
Class	AdvertisingCampaignPerformanceAssessment	Duty	""	"A responsibility of task (under management).. . Duties are a collection of one or more responsibilities or tasks under management. (Behavior Qualifier Type)"	""
Class	AdvertisingCampaignManagementPlan	""	""	"A management plan for oversee the use and assess the coverage and impact of advertising campaign."	""
Class	AdvertisingCampaignManagementPlan	ManagementPlan	""	"The course of action to realize goals (of an operational unit of an enterprise).. . The management and oversight while running an operational unit of an enterprise. (Generic Artifact). . . "	""
Class	Duty	""	""	"A responsibility of task (under management).. . Duties are a collection of one or more responsibilities or tasks under management. (Behavior Qualifier Type)"	""
Attribute	Duty	""	WorkTaskType	""	String
Attribute	Duty	""	WorkTaskDescription	""	String
Attribute	Duty	""	WorkTaskResult	"The outcome or result of the work task "	String
Attribute	Duty	""	WorkTaskDateTime	"Key dates associated with the work task"	String
Attribute	Duty	""	WorkTaskWorkProduct	"File of consolidated notes, evaluations and recommendations for the work task"	String
Class	AdvertisingCampaignExecutionPlan	""	""	"The execution plan for the advertising campaign, including external agencies employed, content development and execution tasks"	""
Attribute	AdvertisingCampaignExecutionPlan	""	AdvertisingCampaignExecutionSchedule	"Schedule of planned and actual customer campaign execution activities"	String
Class	AdvertisingCampaignDevelopmentPlan	""	""	""	""
Attribute	AdvertisingCampaignDevelopmentPlan	""	AdvertisingCampaignDevelopmentSchedule	"Schedule of planned and actual advertising campaign desig, development and refinement activity"	String
Class	AdvertisingCampaign	""	""	"An advertising campaign is a specifically designed strategy that is carried out across different mediums in order to both achieve results and to increase brand awareness, sales and communication within a specific market.. https://www.cyberclick.net/advertising/advertising-campaign. . A coordinated series of linked advertisements with a single idea or theme.. An advertising campaign is typically broadcast through several media channels. It may focus on a common theme and one or few brands or products, or be directed at a particular segment of the population. Successful advertising campaigns achieve far more than the sporadic advertising, and may last from a few weeks and months to years. (Business Dictionary). . Read more: http://www.businessdictionary.com/definition/advertising-campaign.html"	""
Class	AdvertisingCampaign	Campaign	""	"A series of organized actions which are done for one purpose.. . A systemic course of actions formulated to achieve defined objectives.. . campaign. BusinessDictionary.com. Retrieved August 23, 2018, from BusinessDictionary.com website: http://www.businessdictionary.com/definition/campaign.html"	""
Class	FiduciaryAccount	""	""	"Fiduciary accounts are deposit accounts established by a person or entity for the benefit of one or more other parties, also known as principals. The deposit account can be established for the benefit of a single owner or a commingled account may be established for the benefit of multiple owners. The individual or entity opening the account does not. have an ownership interest in the deposit. . https://www.fdic.gov/regulations/laws/rules/2000-5400.html#fdic2000part330.5"	""
Class	FiduciaryAccount	Account	""	"A measuring state on which movements in value or amounts of assets, rights and obligations are registered.. . Comment: . It is a bookkeeping instrument holding the amount or value of something by registering the movements in plus and min when events happen which have an impact on the position.. The term "account" is usually associated to an accounting or bookkeeping concept to hold the financial or stock state of a business concept. An account will typically group the debit and credit entries for a specific aspect of the business resulting from transactions,. Often accounts are represented as a T-account which is a visual aid used to depict an account. Above the top portion of the T would be the account title. On the left-side of the base of the T would be any debit amounts; on the right-side would be the credit amounts.. A commonly used bookkeeping method is the double-entry method. This means that every transaction has at least 2 movements. If a customer pays 100 € in cash, there is. a decrease in the amount that the customer owes to the company (the customer position is decreased). an increase in the amount that the company has in cash (the cash position is increased). . An account can be assigning to one or more ledgers. A ledger is a group of accounts for a certain purpose. If there is need for multiple ledgers because of multiple purpose, an account can perfectly well assigned to multiple ledgers. When Ledgers are in real physical books, this is not possible. When ledgers are digital, accounts can be grouped into multiple groups at the same time. This practice is very rarely taught into courses for accounting, but in digital accounting, it is common practice.. . Examples: . stock account of a shop, cash register, bank account, financial accounting account, customer account, supplier account, .... Bank Account BE12 1234 5678 9012: is an individual banking account. Accounts Payable, is a collective account keeping the balance of the amounts to pay by the organisation to its suppliers. The balance is the result of the financial movements related to suppliers. This account is managed usually in a General Ledger . Supplier Account X, is an individual account keeping the balance of the amounts to pay by the organisation to an individual supplier. The balance is the result of the financial movements related to an individual supplier. This account is managed usually in a sub-ledger.. Stock Account x, is an individual account keeping the balance of the amounts in stock of a specific good.. A payment service to take fund out of an account. "	""
Class	PartyRelationship	""	""	"A relationship between two or more parties; the parties involved are specified in terms of the roles they play in the relationship.. . A Party Relationship is a connection between an instance of a Party and two or more instances of associated objects in the relationship."	""
Attribute	PartyRelationship	""	RelationshipType	""	String
Attribute	PartyRelationship	""	RelationshipValidityPeriod	""	String
Class	FiduciaryTransaction	""	""	"A Transaction that is the result of fulfilment of a FiduciaryArrangement"	""
Class	FiduciaryTransaction	Transaction	""	"A planned or performed action in the context of concluding or fulfilling an agreement. . . Act to do something."	""
Class	FiduciaryTransaction	ArrangementFulfillmentEvent	""	"The fulfilment of the engagements (obligations/rights) taken in an arrangement"	""
Class	FiduciaryAgreement	""	""	"An agreement where a party transfers the ownership of one asset to another party, named the fiduciary, who will be in charge to exercise ownership rights on his behalf and re-transfer the asset to a named party. "	""
Class	FiduciaryAgreement	Agreement	""	"A formal or informal common understanding between two or more (legal competent) parties concerning one or more subject matters expressed in a set of arrangements, terms and conditions. (adapted from Legal System and FIBO) "	""
Class	FiduciaryRelationship	""	""	"A relationship in which one party (as a fiduciary) who holds a legal or ethical relationship of trust with other party and is expected to manage the assets for the benefit of the other. . . A relationship in which one party places special trust, confidence, and reliance in and is influenced by another who has a fiduciary duty to act for the benefit of the party. (Merriam-Webster's Dictionary of Law). . A fiduciary is a person who holds a legal or ethical relationship of trust with one or more other parties (person or group of persons). Typically, a fiduciary prudently takes care of money or other assets for another person. (Wikipedia) . . A fiduciary duty is an acceptance of responsibility to act in the best interests of another person or entity. (Investopedia). . A fiduciary duty is a commitment to act in the best interests of another person or entity. Broadly speaking, a fiduciary duty is a duty of loyalty and a duty of care. That is, the fiduciary must act only in the best interests of a client or beneficiary. And, the fiduciary must act diligently in those interests. (Investopedia). . The fiduciary is expected to manage the assets for the benefit of the other person, rather than for their own profit, and cannot benefit personally from their management of assets. (Investopedia). . "	""
Class	FiduciaryRelationship	PartyRelationship	""	"A relationship between two or more parties; the parties involved are specified in terms of the roles they play in the relationship.. . A Party Relationship is a connection between an instance of a Party and two or more instances of associated objects in the relationship."	""
Class	Arrangement	""	""	"An agreed commitment to perform actions that meet obligations under an agreement"	""
Attribute	Arrangement	""	ActionType	""	ActionType
Attribute	Arrangement	""	ArrangementStartDate	""	DateTime
Attribute	Arrangement	""	ArrangementEndDate	""	DateTime
Attribute	Arrangement	""	ArrangementStatus	"A characteristic of arrangement which refers to the LifecycleStatus of arrangement (e.g., requested, proposed, offered, accepted, cancelled, terminated, fulfilled, etc.)"	ArrangementLifecycleStatus
Class	FeeArrangement	""	""	"An arrangement which specifies to charge fees when banking transactions did take place, accompanied by the modalities to calculate and charge the fees and the related terms and conditions. "	""
Attribute	FeeArrangement	""	FeeType	"A classification of fee according to the type of service. . Type of service for which a charge is asked or paid. (ISO20022)"	FeeType
Attribute	FeeArrangement	""	FeeAmount	"Base amount that would be applied when the service is requested. . . "	Amount
Attribute	FeeArrangement	""	FeeRate	"Rate used to calculate the amount of the adjustment, allowance, charge or fee. (ISO20022)"	Rate
Attribute	FeeArrangement	""	FeeEffectivePeriod	"Period during which the fee is applicable. (ISO20022)"	DateTimePeriod
Attribute	FeeArrangement	""	FeeDueDate	"Date on which the fee needs to be paid.. - It is not nessessary a date and could be  expressed as a calander or formula or events that would be fulfiled. "	DateTime
Attribute	FeeArrangement	""	FeePlan	"An arranged FeeRatePlan. "	FeePlan
Class	FeeArrangement	CardPaymentArrangement	""	"An agreement established among the card holder and the card issuer to use the payment card for payment"	""
Class	FeeArrangement	CashServiceArrangement	""	"ServiceArrangement defined for cash financial instruments like FeeArrangement, DepositArrangement, ..."	""
Class	FeeArrangement	ProductSalesArrangement	""	"Arrangement whitin the product sales agreement"	""
Class	FeeArrangement	Arrangement	""	"An agreed commitment to perform actions that meet obligations under an agreement"	""
Class	FeeArrangement	TermDepositArrangement	""	"An arrangement defining the applicable features for a Corporate Deposit Agreement. . . "	""
Class	FeeArrangement	SavingsAccountArrangement	""	"An arrangement defining the applicable features for a savings account agreement. . . The arrangement type is one of those possible/mandatory for the sale of a savings account product. The actual arrangements are a selection of those offered under the savings account product. "	""
Class	FeeArrangement	MerchantArrangement	""	"Arrangement within a merchant agreement"	""
Class	FeeArrangement	LoanArrangement	""	"An arrangement defining the applicable features for a loan account agreement. . "	""
Class	FeeArrangement	TermDepositAccountArrangement	""	""	""
Class	FiduciaryArrangement	""	""	"A duty or responsibility to act in the best interests of another person or entity."	""
Class	FiduciaryArrangement	ServiceArrangement	""	"An arrangement into which is promised to deliver a specific service.. . Comment: Most service arrangements are instantiations of Product Services"	""
Class	Agreement	""	""	"A formal or informal common understanding between two or more (legal competent) parties concerning one or more subject matters expressed in a set of arrangements, terms and conditions. (adapted from Legal System and FIBO) "	""
Attribute	Agreement	""	AgreementSignedDate	"Date on which the agreement was signed by all parties. (ISO20022)"	Date
Attribute	Agreement	""	AgreementType	"Specifies the category of agreement. Agreement type is very often referred to product. But, the term product does not cover all kinds of agreements. An Agreement can be subtyped from the perspective of various aspects of interest. One can classify the agreement from the perspective of format type (e.g., verbal agreement, written agreement). Other one can classify agreement based on duration like short-term agreement or long-term agreement."	AgreementType
Attribute	Agreement	""	AgreementValidityPeriod	"Period during which the agreement is valid. "	DateTimePeriod
Attribute	Agreement	""	AgreementVersion	""	String
Attribute	Agreement	""	AgreementStatus	"A characteristic of agreement which refers to the LifecycleStatus of agreement (e.g., potential, offered, confirmed, completed, signed, terminated)."	AgreementLifecycleStatus
Attribute	Agreement	""	AgreementSubjectMatter	""	String
Attribute	Agreement	""	AgreementIdentification	"The identifier of agreement like Agreement Number, Contract Number, Contract Registration Number, etc. "	Identifier
Attribute	Agreement	""	AgreementDate	"A characteristic of agreement which refers to 1) LifecycleDate of agreement (e.g., SignedDate, TerminatedDate, FulfilledDate) OR 2) ArrangedDate of agreement (e.g., StartingDate, EndingDate, ValidityPeriod, EffectiveDate)."	DateTime
Class	InvestmentPortfolio	""	""	"A set of financial assets/instruments owned by an investor . . Comment:. - It may include bonds, stocks, currencies, cash and cash equivalents, and commodities. . - Investors aim for a return by mixing these securities in a way that reflects their risk tolerance and financial goals. https://smartasset.com/investing/what-is-an-investment-portfolio. - Portfolio investments are passive investments, as they do not entail active management or control of the issuing company.. - A portfolio investment is an asset that is purchased in the expectation that it will earn a return or grow in value, or both.. - A portfolio investment is passive, unlike a direct investment, which implies hands-on management.. - Risk tolerance and time horizon are key factors in selecting any portfolio investment.. https://www.investopedia.com/terms/p/portfolio-investment.asp"	""
Class	InvestmentPortfolioItem	""	""	""	""
Attribute	InvestmentPortfolioItem	""	InvestmentPortfolioItemAmount	""	Amount
Class	FiduciaryService	""	""	"A service provided by a person or firm - such as a bank, trust company or registered investment adviser (RIA) - serving as a trustee, executor, personal administrator or discretionary agent having direct responsibility for managing assets for or on behalf of individuals and families, as well as estates, trusts, private foundations and other entities they establish or control. (Wikipedia)"	""
Class	FiduciaryService	Service	""	"An exposed function (an externalized functionality) that is able to deliver a certain value/benefit (a proposed definition adapted from Archimate).. . A unit of functionality that a system exposes to its environment, while hiding internal operations, which provides a certain value (monetary or otherwise). . . . Comment:. . A Service is something that is done by an actor for the benefit of an actor in the environment.. . A system is the broad sense of the word. Means Business Service, Application Service, Technology Service, "huppeldepup" Service.  . . . Characteristics of a service:. . A system (The Service Domain). Functionality is exposed (Action Term). It provides a certain value (monetary or otherwise) . . . Exposing functionality means that the internals of realizing the service is hidden for the beneficiary of the Service..  . . . In BIAN a "Service Operation" is visualized as a "Business Service" , the "System" refers to the  "Service Domain"  . . The name of a Service Operation is composed of an "Action Term" + "Subject Matter" which is the "Control Record" or the "Behaviour Qualifier".. . . Service is the intangible equivalent of a good. (ISO20022). . . A type of economic activity that is intangible, is not stored and does not result in ownership; a service is consumed at the point of sale (FIBO & Business Dictionary)"	""
Class	FiduciaryRelationshipInvolvement	""	""	"A PartyRole involved in a FiduciaryRelationship"	""
Class	FiduciaryRelationshipInvolvement	PartyRole	""	"A specific role of a specific Party in the specific relationship.  "	""
Class	ServiceArrangement	""	""	"An arrangement into which is promised to deliver a specific service.. . Comment: Most service arrangements are instantiations of Product Services"	""
Class	ServiceArrangement	Arrangement	""	"An agreed commitment to perform actions that meet obligations under an agreement"	""
Class	PartyRole	""	""	"A specific role of a specific Party in the specific relationship.  "	""
Attribute	PartyRole	""	PartyRoleType	""	String
Attribute	PartyRole	""	PartyRoleName	""	String
Attribute	PartyRole	""	PartyRoleValidityPeriod	""	String
Attribute	PartyRole	""	PartyInvolvementType	""	String
Class	FinancialInstrument	""	""	"A contract that gives rise to a financial asset of one entity and a financial liability or equity instrument of another entity. (IFRS). https://www.iasplus.com/en/standards/ias/ias32#:~:text=Key%20definitions%20%5BIAS%2032.11%5D,equity%20instrument%20of%20another%20entity. . Financial instruments are financial contracts of different nature made between institutional units. These comprise the full range of financial claims and liabilities between institutional units, including contingent liabilities like guarantees, commitments, etc. (ISO 10962). "	""
Attribute	FinancialInstrument	""	FinancialInstrumentType	""	FinancialInstrumentIdentificationType
Attribute	FinancialInstrument	""	FinancialInstrumentIdentification	""	Identifier
Attribute	FinancialInstrument	""	FinancialInstrumentName	""	Name
Class	Party	""	""	"A party represents an autonomous entity in which a bank has a business interest. It has a legal definition and identity. A party is a Person, Organization, (a proposed definition for BIAN BOM adapted from BIAN Party Working Group) . . - Entity involved in an activity. (ISO20022)"	""
Attribute	Party	""	PartyName	"Name by which a party is known and which is usually used to identify that party. (ISO20022)"	Name
Attribute	Party	""	PartyType	"Specifies the type of party in different business contexts. (ISO20022)"	String
Attribute	Party	""	PartyDateTime	""	String
Attribute	Party	""	PartyIdentification	""	PartyIdentification
Class	FiduciaryInstruction	""	""	"An instruction to fulfil a FiduciaryArrangement"	""
Class	FiduciaryInstruction	Instruction	""	"A request to do something. "	""
Class	Service	""	""	"An exposed function (an externalized functionality) that is able to deliver a certain value/benefit (a proposed definition adapted from Archimate).. . A unit of functionality that a system exposes to its environment, while hiding internal operations, which provides a certain value (monetary or otherwise). . . . Comment:. . A Service is something that is done by an actor for the benefit of an actor in the environment.. . A system is the broad sense of the word. Means Business Service, Application Service, Technology Service, "huppeldepup" Service.  . . . Characteristics of a service:. . A system (The Service Domain). Functionality is exposed (Action Term). It provides a certain value (monetary or otherwise) . . . Exposing functionality means that the internals of realizing the service is hidden for the beneficiary of the Service..  . . . In BIAN a "Service Operation" is visualized as a "Business Service" , the "System" refers to the  "Service Domain"  . . The name of a Service Operation is composed of an "Action Term" + "Subject Matter" which is the "Control Record" or the "Behaviour Qualifier".. . . Service is the intangible equivalent of a good. (ISO20022). . . A type of economic activity that is intangible, is not stored and does not result in ownership; a service is consumed at the point of sale (FIBO & Business Dictionary)"	""
Attribute	Service	""	ServiceName	""	Name
Attribute	Service	""	ServiceDescription	""	Text
Attribute	Service	""	ServiceType	""	ServiceType
Class	Service	Feature	""	"a distinctive attribute or aspect of something."	""
Class	Transaction	""	""	"A planned or performed action in the context of concluding or fulfilling an agreement. . . Act to do something."	""
Attribute	Transaction	""	TransactionIdentification	"An identifier that allows to uniquely refer to an instance of a transaction."	Identifier
Attribute	Transaction	""	TransactionDate	"The Date that the transaction has occurred or is planned to occur.. A characteristic of transaction which refers to the LifecycleDate of transaction (e.g., initiated date, executed date, fulfillment date). "	TransactionDate
Attribute	Transaction	""	TransactionType	"Specifies the category of Transaction like payment transaction, accounting transaction, financial Transaction, banking transaction, etc. "	TransactionType
Attribute	Transaction	""	TransactionDescription	"A detailed explanation or commentary of transaction."	Text
Attribute	Transaction	""	TransactionStatus	"A characteristic of transaction which refers to the LifecycleStatus of transaction (e.g., initiated, executed, confirmed, cancelled, etc.) "	TransactionLifecycleStatus
Attribute	Transaction	""	TransactionName	"The name of transaction."	Name
Class	Transaction	Action	""	"An event related to the behaviour performed by an actor. . . Comment:. An actor can be a party or a machine. An action Includes various types of requests, orders and financial transactions. Includes responses where appropriate.. An action is an event which means that the concept describes the result of acting."	""
Class	Instruction	""	""	"A request to do something. "	""
Attribute	Instruction	""	InstructionDueDate	""	Date
Attribute	Instruction	""	InstructionStatus	"A characteristic of instruction which refers to the LifecycleStatus of instruction (e.g., requested, executed, fulfilled, etc.); "	InstructionLifecycleStatus
Attribute	Instruction	""	ObligeeReference	""	String
Attribute	Instruction	""	ObligorReference	""	String
Attribute	Instruction	""	InstructionIdentifier	"An identifier that allows to uniquely refer to an instance of an Instruction.. "	Identifier
Attribute	Instruction	""	InstructionType	"Classification Value classifying the instruction according to the "type of action" to be applied to a subject matter.. . examples: payment instruction, withdrawal instruction, blocking instruction, accounting instruction, sending instruction, purchase instruction blocked deposit, a blocked securities portfolio, pawn, etc."	String
Attribute	Instruction	""	InstructionResult	""	String
Attribute	Instruction	""	InstructionDescription	""	String
Attribute	Instruction	""	InstructionLog	""	String
Attribute	Instruction	""	InstructionPurpose	""	String
Class	Account	""	""	"A measuring state on which movements in value or amounts of assets, rights and obligations are registered.. . Comment: . It is a bookkeeping instrument holding the amount or value of something by registering the movements in plus and min when events happen which have an impact on the position.. The term "account" is usually associated to an accounting or bookkeeping concept to hold the financial or stock state of a business concept. An account will typically group the debit and credit entries for a specific aspect of the business resulting from transactions,. Often accounts are represented as a T-account which is a visual aid used to depict an account. Above the top portion of the T would be the account title. On the left-side of the base of the T would be any debit amounts; on the right-side would be the credit amounts.. A commonly used bookkeeping method is the double-entry method. This means that every transaction has at least 2 movements. If a customer pays 100 € in cash, there is. a decrease in the amount that the customer owes to the company (the customer position is decreased). an increase in the amount that the company has in cash (the cash position is increased). . An account can be assigning to one or more ledgers. A ledger is a group of accounts for a certain purpose. If there is need for multiple ledgers because of multiple purpose, an account can perfectly well assigned to multiple ledgers. When Ledgers are in real physical books, this is not possible. When ledgers are digital, accounts can be grouped into multiple groups at the same time. This practice is very rarely taught into courses for accounting, but in digital accounting, it is common practice.. . Examples: . stock account of a shop, cash register, bank account, financial accounting account, customer account, supplier account, .... Bank Account BE12 1234 5678 9012: is an individual banking account. Accounts Payable, is a collective account keeping the balance of the amounts to pay by the organisation to its suppliers. The balance is the result of the financial movements related to suppliers. This account is managed usually in a General Ledger . Supplier Account X, is an individual account keeping the balance of the amounts to pay by the organisation to an individual supplier. The balance is the result of the financial movements related to an individual supplier. This account is managed usually in a sub-ledger.. Stock Account x, is an individual account keeping the balance of the amounts in stock of a specific good.. A payment service to take fund out of an account. "	""
Attribute	Account	""	AccountStatus	"A characteristic of account which refers to the LifecycleStatus of account like opened, closed, blocked, etc."	String
Attribute	Account	""	AccountIdentification	"The identifier of account like Account Number."	AccountIdentification
Attribute	Account	""	AccountDate	"A characteristic of account which refers to LifecycleDate of account (e.g., ClosingDate, OpeningDate, LiveDate, etc.) "	AccountDate
Attribute	Account	""	AccountType	"Specifies the category of account like payment account, loan account, cash account, securities account, etc. "	AccountType
Attribute	Account	""	AccountPurpose	""	Text
Attribute	Account	""	AccountBalance	"The state of the obligations managed on the account, the result of all entries on the account.. . Numerical representation of the net increases and decreases in an account at a specific point in time. (ISO20022). . Banking: Amount available in an account for withdrawal or use.. Read more: http://www.businessdictionary.com/definition/balance.html. . Bookkeeping: Difference between the debit and credit sides of an account.. Read more: http://www.businessdictionary.com/definition/balance.html"	AccountBalance
Attribute	Account	""	AccountCurrency	""	AccountCurrency
Attribute	Account	""	AccountDescription	"A detailed explanation or commentary of account. . "	Text
Class	Account	Log	""	"A record of events/entries.. "	""
Class	PartyRole	""	""	"A specific role of a specific Party in the specific relationship.  "	""
Attribute	PartyRole	""	PartyRoleType	""	String
Attribute	PartyRole	""	PartyRoleName	""	String
Attribute	PartyRole	""	PartyRoleValidityPeriod	""	String
Attribute	PartyRole	""	PartyInvolvementType	""	String
Class	Algorithm	""	""	"An algorithm is a step by step procedure designed to perform an operation. . . Algorithms are a collection of models/calculations/algorithms that can be applied to a subject or activity. (Behavior Qualifier Type)"	""
Attribute	Algorithm	""	AlgorithmType	""	String
Attribute	Algorithm	""	AlgorithmUsage	""	String
Attribute	Algorithm	""	AlgorithmImpact	""	String
Attribute	Algorithm	""	AlgorithmFeedback	""	String
Attribute	Algorithm	""	AlgorithmSpecification	""	String
Attribute	Algorithm	""	AlgorithmUsageGuideline	""	String
Class	MarketAnalysisAlgorithmRequestInvolvement	""	""	""	""
Class	MarketAnalysisAlgorithmRequestInvolvement	PartyRole	""	"A specific role of a specific Party in the specific relationship.  "	""
Class	MarketAnalysis	""	""	"A systematic examination and evaluation of Market data"	""
Attribute	MarketAnalysis	""	MarketAnalysisViewpointReference	"Reference to the market Viewpoint used in the analysis"	String
Attribute	MarketAnalysis	""	MarketAnalysisSpecification	"Definition of the Analysis work method"	String
Attribute	MarketAnalysis	""	MarketAnalysisGuidance	"Guidance on usage and interpretation of the analysis"	String
Attribute	MarketAnalysis	""	MarketAnalysisAlgorithmReference	"Reference to the Market Analysis Algorithm used . . can be many"	String
Class	MarketAnalysis	Analysis	""	"Def.1 The insights derived from an analysis applied to an entity using specific models/evaluation methods. . Def.2 A detailed examination of anything complex"	""
Class	Analysis	""	""	"Def.1 The insights derived from an analysis applied to an entity using specific models/evaluation methods. . Def.2 A detailed examination of anything complex"	""
Attribute	Analysis	""	AnalysisType	""	AnalysisTypeValues
Attribute	Analysis	""	AnalysisResult	""	Text
Attribute	Analysis	""	AnalysisPeriod	"The period covered by the analysis (from to date time)"	DateTimePeriod
Attribute	Analysis	""	AnalysisDocument	""	Document
Attribute	Analysis	""	AnalysisDateTime	""	DateTime
Attribute	Analysis	""	AnalysisSpecification	""	Text
Class	MarketAnalysisRequest	""	""	"Request to perform a Market Analysis"	""
Attribute	MarketAnalysisRequest	""	MarketAnalysisRequestDetails	"Details of the request"	String
Class	MarketAnalysisAlgorthmRequest	""	""	"A request to execute a Market Analysis Algorithm"	""
Attribute	MarketAnalysisAlgorthmRequest	""	MarketAnalysisAlgorithmRequestDetails	"Content of the request"	String
Class	MarketAnalysisAlgorithm	""	""	"Algorithm used for Market Analysis"	""
Attribute	MarketAnalysisAlgorithm	""	MarketAnalysisAlgorithmType	"Classification of the algorithm. . e.g. regression"	String
Attribute	MarketAnalysisAlgorithm	""	MarketAnalysisAlgorithmSpecification	"Definition of the algorithm . . such as required inputs, the internal data, calculations and outputs"	String
Attribute	MarketAnalysisAlgorithm	""	MarketAnalysisAlgorithmGuidance	"Guidance on the use of the algorithm and interpretation of its results"	String
Class	MarketAnalysisAlgorithm	Algorithm	""	"An algorithm is a step by step procedure designed to perform an operation. . . Algorithms are a collection of models/calculations/algorithms that can be applied to a subject or activity. (Behavior Qualifier Type)"	""
Class	MarketAnalysisRequestInvolvement	""	""	"The way a party is involved in a MarketAnalysisRequest"	""
Class	MarketAnalysisRequestInvolvement	PartyRole	""	"A specific role of a specific Party in the specific relationship.  "	""
Class	Party	""	""	"A party represents an autonomous entity in which a bank has a business interest. It has a legal definition and identity. A party is a Person, Organization, (a proposed definition for BIAN BOM adapted from BIAN Party Working Group) . . - Entity involved in an activity. (ISO20022)"	""
Attribute	Party	""	PartyName	"Name by which a party is known and which is usually used to identify that party. (ISO20022)"	Name
Attribute	Party	""	PartyType	"Specifies the type of party in different business contexts. (ISO20022)"	String
Attribute	Party	""	PartyDateTime	""	String
Attribute	Party	""	PartyIdentification	""	PartyIdentification
Class	MarketAnalysisAlgorithmWorkProduct	""	""	"Work documentation, forms and schedules produced and referenced during the execution of the algorithm"	""
Class	MarketAnalysisAlgorithmUsage	""	""	"The application of the Market Analysis Algorithm. "	""
Attribute	MarketAnalysisAlgorithmUsage	""	MarketAnalysisAlgorithmUser	"The party, process... that used the algorithm"	String
Attribute	MarketAnalysisAlgorithmUsage	""	MarketAnalysisAlgorithmImpact	"Reported consequences of the use of the market analysis algorithm. . "	String
Class	MarketAnalysisAlgorithmResult	""	""	"Result of the execution of a Market Analysis Algorithm"	""
Class	MarketResearchReportType	""	""	""	""
Attribute	MarketResearchReportType	""	MarketResearchReportType	"Classification of a Market Research Report . . further classification within the report type" market research""	String
Attribute	MarketResearchReportType	""	MrketResearchReportTypeDefinition	"description of what can be expected from the content of a market research report of this type"	String
Class	MarketAnalysisUsage	""	""	"The application of the Market Analysis Results in management decisions"	""
Attribute	MarketAnalysisUsage	""	MarketAnalysisUser	"The employee or organisational unit using the market analysis"	String
Attribute	MarketAnalysisUsage	""	MarketAnalysysImpact	"Reported consequences of the use of the market analysis. . e.g. decisions"	String
Attribute	MarketAnalysisUsage	""	MarketAnalysisFeedback	"Reported evaluation of the analysis. . e.g. accuracy"	String
Class	MarketAnalysisViewpoint	""	""	"A manner of looking at a market in view of Market analysis"	""
Attribute	MarketAnalysisViewpoint	""	MarketAnalysisviewpointType	"Classification of the market research viewpoint."	String
Attribute	MarketAnalysisViewpoint	""	MarketAnalysisViewpointDescription	"Description of the market research viewpoint."	String
Class	MarketResearchReport	""	""	"A report resulting from market research. "	""
Attribute	MarketResearchReport	""	MarketResearchReportContent	""	String
Attribute	MarketResearchReport	""	MarketResearchReportType	"Reference to the Market Research Report Type which the report is an instance of"	String
Attribute	MarketResearchReport	""	MarketResearchReportPeriod	"Period the Market research and its report apply to"	String
Attribute	MarketResearchReport	""	MarketResearchReportVersion	"Version of the market research report"	String
Class	MarketResearchReport	Report	""	"A unique and specific set of information containing the content for communications.. . The term Report is mostly used as communication about a particular subject matter, often in the form of an official document, after thorough investigation or consideration by an appointed person or body.. . A document containing information organized in a narrative, graphic, or tabular form, prepared on ad hoc, periodic, recurring, regular, or as required basis. Reports may refer to specific periods, events, occurrences, or subjects, and may be communicated or presented in oral or written form. (Business Dictionary)"	""
Class	MarketAnalysisResult	""	""	"The outcome of a market analysis"	""
Class	MarketAnalysisWorkProduct	""	""	"Work documentation, forms and schedules produced and referenced during the analysis"	""
