"Business Objects for: "	Fraud Diagnosis
"UML Type"	"Business Object"	"Supertype"	"Attribute"	"Description"	"Data Type"
Class	DepositServiceArrangement	ServiceArrangement	""	"An arrangement into which is promised to deliver a specific service.. . Comment: Most service arrangements are instantiations of Product Services"	""
Class	DepositServiceArrangement	TermDepositAccountArrangement	""	""	""
Class	SweepArrangement	""	""	"Arrangement in which funds are transferred from one deposit account to another when a certain threshold is reached. . . Banking arrangement in which a checking (current) account balance above or below a certain amount is automatically transferred to and from an interest-bearing (savings or money market fund) account. The objective of a sweep account is to maximize the accountholder's interest earnings while covering all withdrawals. (Business Dictionary). . Sweep Account is a brokerage account whose cash balance is automatically transferred into an interest-bearing investment, such as a money market fund. (Investorwords). "	""
Attribute	SweepArrangement	""	SweepType	"The type of sweep (e.g. periodic, threshold)."	String
Attribute	SweepArrangement	""	SweepModalitites	"The way sweep transactions will be triggered and executed (on the "from side) or what the reaction should be (on the receive side). . e.g. buy securities when a sweep of the "petty cash" type is received on a securities account from a current account"	String
Attribute	SweepArrangement	""	SweepCounterAccountReference	"Reference to the account the funds are transferred to or from"	String
Attribute	SweepArrangement	""	SweepSchedule	"Timing and or triggers for initiating sweep transaction; "	String
Attribute	SweepArrangement	""	SweepMandate	"Permission to define a sweep arrangement to the target account.  "	String
Attribute	SweepArrangement	""	SweepDirection	"Indication whether the savings account is source or target of the sweep arrangement"	String
Class	SweepArrangement	SavingsAccountArrangement	""	"An arrangement defining the applicable features for a savings account agreement. . . The arrangement type is one of those possible/mandatory for the sale of a savings account product. The actual arrangements are a selection of those offered under the savings account product. "	""
Class	SweepArrangement	TermDepositArrangement	""	"An arrangement defining the applicable features for a Corporate Deposit Agreement. . . "	""
Class	SweepArrangement	LoanArrangement	""	"An arrangement defining the applicable features for a loan account agreement. . "	""
Class	SweepArrangement	Arrangement	""	"An agreed commitment to perform actions that meet obligations under an agreement"	""
Class	WithdrawalServiceArrangement	""	""	"An service arrangement which specifies the acceptance of withdrawals, accompanied by the modalities to withdraw money. . "	""
Attribute	WithdrawalServiceArrangement	""	WithdrawalType	"The type of withdrawal transaction that can be applied to the account (e.g. customer withdrawal, internal service charge, disbursement)"	
Attribute	WithdrawalServiceArrangement	""	WithdrawalLimit	""	
Attribute	WithdrawalServiceArrangement	""	WithdrawalLimitType	""	
Attribute	WithdrawalServiceArrangement	""	WithdrawalLimitHandling	"Handling options in case a withdrawal results in exceeding the agreed limit"	
Class	WithdrawalServiceArrangement	SavingsAccountArrangement	""	"An arrangement defining the applicable features for a savings account agreement. . . The arrangement type is one of those possible/mandatory for the sale of a savings account product. The actual arrangements are a selection of those offered under the savings account product. "	""
Class	WithdrawalServiceArrangement	LoanArrangement	""	"An arrangement defining the applicable features for a loan account agreement. . "	""
Class	WithdrawalServiceArrangement	NonCashServiceArrangement	""	"ServiceArrangement defined for non-cash financial instruments like SecuritiesDepositArrangement, ..."	""
Class	WithdrawalServiceArrangement	ServiceArrangement	""	"An arrangement into which is promised to deliver a specific service.. . Comment: Most service arrangements are instantiations of Product Services"	""
Class	WithdrawalServiceArrangement	TermDepositArrangement	""	"An arrangement defining the applicable features for a Corporate Deposit Agreement. . . "	""
Class	InterestArrangement	""	""	"An arrangement into which both parties confirm on an interest product feature. "	""
Attribute	InterestArrangement	""	InterestType	"Type of an arranged Interest"	String
Attribute	InterestArrangement	""	InterestRate	"An arranged InterestRate. . . "	Rate
Attribute	InterestArrangement	""	InterestDefinition	""	String
Attribute	InterestArrangement	""	InterestRateType	"Type of Rate which is arranged to apply interest"	InterestRateTypeValues
Attribute	InterestArrangement	""	InterestPeriod	"Period during which the interest rate has to be applied. "	String
Attribute	InterestArrangement	""	InterestRatePlan	"An arranged InterestRatePlan"	RatePlan
Attribute	InterestArrangement	""	InterestSchedule	"An interest schedule is an arranged/planned set of dates at which interest will be claimed.. . - The set can be represented on a calendar, a formula, a table, etc."	String
Class	InterestArrangement	ProductSalesArrangement	""	"Arrangement whitin the product sales agreement"	""
Class	InterestArrangement	LoanArrangement	""	"An arrangement defining the applicable features for a loan account agreement. . "	""
Class	InterestArrangement	SavingsAccountArrangement	""	"An arrangement defining the applicable features for a savings account agreement. . . The arrangement type is one of those possible/mandatory for the sale of a savings account product. The actual arrangements are a selection of those offered under the savings account product. "	""
Class	InterestArrangement	TermDepositAccountArrangement	""	""	""
Class	InterestArrangement	TermDepositArrangement	""	"An arrangement defining the applicable features for a Corporate Deposit Agreement. . . "	""
Class	InterestArrangement	Arrangement	""	"An agreed commitment to perform actions that meet obligations under an agreement"	""
Class	InterestArrangement	CardPaymentArrangement	""	"An agreement established among the card holder and the card issuer to use the payment card for payment"	""
Class	PaymentServiceArrangement	""	""	"An arrangement which specifies the promise to offer the payment service, accompanied by the payment modalities. . . "	""
Attribute	PaymentServiceArrangement	""	PaymentServiceType	"Specifies the type, or nature, of the payment."	String
Attribute	PaymentServiceArrangement	""	PaymentDueDate	"Due date for the payment. (ISO20022)"	String
Attribute	PaymentServiceArrangement	""	PaymentPeriod	"Period to which the payment terms apply. (ISO20022)"	String
Attribute	PaymentServiceArrangement	""	PaymentExpiryDate	"Date at which the arrangement/obligation will expire. (ISO20022)"	String
Attribute	PaymentServiceArrangement	""	PaymentPurpose	"Underlying reason for the payment obligation/arrangement (ISO20022)"	String
Class	PaymentServiceArrangement	CorrespondentBankingArrangement	""	""	""
Class	PaymentServiceArrangement	SavingsAccountArrangement	""	"An arrangement defining the applicable features for a savings account agreement. . . The arrangement type is one of those possible/mandatory for the sale of a savings account product. The actual arrangements are a selection of those offered under the savings account product. "	""
Class	PaymentServiceArrangement	LoanArrangement	""	"An arrangement defining the applicable features for a loan account agreement. . "	""
Class	PaymentServiceArrangement	TermDepositArrangement	""	"An arrangement defining the applicable features for a Corporate Deposit Agreement. . . "	""
Class	PaymentServiceArrangement	Arrangement	""	"An agreed commitment to perform actions that meet obligations under an agreement"	""
Class	PaymentServiceArrangement	ServiceArrangement	""	"An arrangement into which is promised to deliver a specific service.. . Comment: Most service arrangements are instantiations of Product Services"	""
Class	InterestProductFeature	""	""	"A product feature that is specifying the interest feature applicable in the product. . "	""
Attribute	InterestProductFeature	""	InterestType	""	String
Attribute	InterestProductFeature	""	InterestDefinition	""	String
Attribute	InterestProductFeature	""	InterestRateType	"Specifies the type of rate used to calculate the interest. (ISO20022)"	String
Attribute	InterestProductFeature	""	InterestPeriod	"Period during which the interest rate can be applied. (ISO20022). "	String
Attribute	InterestProductFeature	""	InterestRatePlan	"A plan (formula or structure) used to derive the value of interest rate . "	RatePlan
Class	InterestProductFeature	SavingsAccountProductFeature	""	"An subject matter about which arrangements should or can be made when selling a savings account product.. . "	""
Class	InterestProductFeature	ProductFeature	""	"A detailed characteristic of a product expressed in offered services and the terms and conditions applicable to the delivery of the services."	""
Class	LienFeature	""	""	"A right to claim in case of non-payment."	""
Attribute	LienFeature	""	LienType	"The type of lien (e.g. final, pending)"	String
Attribute	LienFeature	""	LienDefinition	"Definition of lien."	String
Class	LienFeature	SavingsAccountProductFeature	""	"An subject matter about which arrangements should or can be made when selling a savings account product.. . "	""
Class	LienFeature	ProductFeature	""	"A detailed characteristic of a product expressed in offered services and the terms and conditions applicable to the delivery of the services."	""
Class	WithdrawalService	""	""	"A service for removing funds from a bank account, savings plan, pension or trust. (adapted from investopedia). . . Withdrawal of money from an account, into which money has been disbursed from a fund or line of credit or simply as a one-time transfer. "	""
Attribute	WithdrawalService	""	WithdrawalType	""	
Class	WithdrawalService	SavingsAccountProductFeature	""	"An subject matter about which arrangements should or can be made when selling a savings account product.. . "	""
Class	WithdrawalService	Service	""	"An exposed function (an externalized functionality) that is able to deliver a certain value/benefit (a proposed definition adapted from Archimate).. . A unit of functionality that a system exposes to its environment, while hiding internal operations, which provides a certain value (monetary or otherwise). . . . Comment:. . A Service is something that is done by an actor for the benefit of an actor in the environment.. . A system is the broad sense of the word. Means Business Service, Application Service, Technology Service, "huppeldepup" Service.  . . . Characteristics of a service:. . A system (The Service Domain). Functionality is exposed (Action Term). It provides a certain value (monetary or otherwise) . . . Exposing functionality means that the internals of realizing the service is hidden for the beneficiary of the Service..  . . . In BIAN a "Service Operation" is visualized as a "Business Service" , the "System" refers to the  "Service Domain"  . . The name of a Service Operation is composed of an "Action Term" + "Subject Matter" which is the "Control Record" or the "Behaviour Qualifier".. . . Service is the intangible equivalent of a good. (ISO20022). . . A type of economic activity that is intangible, is not stored and does not result in ownership; a service is consumed at the point of sale (FIBO & Business Dictionary)"	""
Class	SweepFeature	""	""	"A feature, often offered in a Savings/Current Account product that allows (to link the fixed term deposits with the current or savings account) .....should be checked? "	""
Attribute	SweepFeature	""	SweepType	"The type of sweep (e.g. periodic, threshold)"	String
Attribute	SweepFeature	""	SweepDefinition	"Definition of sweep."	String
Class	SweepFeature	SavingsAccountProductFeature	""	"An subject matter about which arrangements should or can be made when selling a savings account product.. . "	""
Class	SweepFeature	ProductFeature	""	"A detailed characteristic of a product expressed in offered services and the terms and conditions applicable to the delivery of the services."	""
Class	PaymentService	""	""	"According to the payment services directive (PSD), the following activities, when carried out as a regular occupation or business activity, are payment services:. 1. Services enabling cash to be placed on a payment account and all of the operations required for operating a payment account; . 2. Services enabling cash withdrawals from a payment account and all of the operations required for operating a payment account; . 3. The execution of the following types of payment transaction:. - direct debits, including one-off direct debits; . - payment transactions executed through a payment card or a similar device; . - credit transfers, including standing orders; . 4. The execution of the following types of payment transaction where the funds are covered by a credit line for the payment service user: . - direct debits, including one-off direct debits; . - payment transactions executed through a payment card or a similar device; . - credit transfers, including standing orders; . 5. Issuing payment instruments or acquiring payment transactions; . 6. Money remittance; . 7. The execution of payment transactions where the consent of the payer to execute the payment transaction is given by means of any telecommunication, digital or IT device and the payment is made to the telecommunication, IT system or network operator acting only as an intermediary between the payment service user and the supplier of the goods or services. "	""
Attribute	PaymentService	""	PaymentServiceType	"Specifies the type, or nature, of the payment."	String
Attribute	PaymentService	""	PaymentServiceDefinition	""	String
Class	PaymentService	Service	""	"An exposed function (an externalized functionality) that is able to deliver a certain value/benefit (a proposed definition adapted from Archimate).. . A unit of functionality that a system exposes to its environment, while hiding internal operations, which provides a certain value (monetary or otherwise). . . . Comment:. . A Service is something that is done by an actor for the benefit of an actor in the environment.. . A system is the broad sense of the word. Means Business Service, Application Service, Technology Service, "huppeldepup" Service.  . . . Characteristics of a service:. . A system (The Service Domain). Functionality is exposed (Action Term). It provides a certain value (monetary or otherwise) . . . Exposing functionality means that the internals of realizing the service is hidden for the beneficiary of the Service..  . . . In BIAN a "Service Operation" is visualized as a "Business Service" , the "System" refers to the  "Service Domain"  . . The name of a Service Operation is composed of an "Action Term" + "Subject Matter" which is the "Control Record" or the "Behaviour Qualifier".. . . Service is the intangible equivalent of a good. (ISO20022). . . A type of economic activity that is intangible, is not stored and does not result in ownership; a service is consumed at the point of sale (FIBO & Business Dictionary)"	""
Class	PaymentService	SavingsAccountProductFeature	""	"An subject matter about which arrangements should or can be made when selling a savings account product.. . "	""
Class	FeeProductFeature	""	""	"A product feature that is specifying the fee feature applicable in the product. "	""
Attribute	FeeProductFeature	""	FeeType	"A classification of fee according to the type of service. . Type of service for which a charge is asked or paid. (ISO20022)"	String
Attribute	FeeProductFeature	""	FeeDefinition	""	String
Attribute	FeeProductFeature	""	FeePlan	"A plan (formula or structure) used to derive the value of fee rate . "	FeePlan
Attribute	FeeProductFeature	""	FeeDateTime	""	String
Attribute	FeeProductFeature	""	FeeName	""	String
Class	FeeProductFeature	SavingsAccountProductFeature	""	"An subject matter about which arrangements should or can be made when selling a savings account product.. . "	""
Class	FeeProductFeature	ProductFeature	""	"A detailed characteristic of a product expressed in offered services and the terms and conditions applicable to the delivery of the services."	""
Class	DepositService	""	""	"A Service for transfer of money to another party for safekeeping. However, a deposit can refer to a portion of money used as security or collateral for the delivery of a good.. . Comment:. . - A deposit is a financial term with multiple definitions.. - One definition of deposit refers to when a portion of funds is used as security or collateral for the delivery of goods or services.. - Another kind of deposit involves a transfer of funds to another party, such as a bank, for safekeeping.. . "	""
Attribute	DepositService	""	DepositType	"Type of a defined deposit"	String
Class	DepositService	Service	""	"An exposed function (an externalized functionality) that is able to deliver a certain value/benefit (a proposed definition adapted from Archimate).. . A unit of functionality that a system exposes to its environment, while hiding internal operations, which provides a certain value (monetary or otherwise). . . . Comment:. . A Service is something that is done by an actor for the benefit of an actor in the environment.. . A system is the broad sense of the word. Means Business Service, Application Service, Technology Service, "huppeldepup" Service.  . . . Characteristics of a service:. . A system (The Service Domain). Functionality is exposed (Action Term). It provides a certain value (monetary or otherwise) . . . Exposing functionality means that the internals of realizing the service is hidden for the beneficiary of the Service..  . . . In BIAN a "Service Operation" is visualized as a "Business Service" , the "System" refers to the  "Service Domain"  . . The name of a Service Operation is composed of an "Action Term" + "Subject Matter" which is the "Control Record" or the "Behaviour Qualifier".. . . Service is the intangible equivalent of a good. (ISO20022). . . A type of economic activity that is intangible, is not stored and does not result in ownership; a service is consumed at the point of sale (FIBO & Business Dictionary)"	""
Class	DepositService	SavingsAccountProductFeature	""	"An subject matter about which arrangements should or can be made when selling a savings account product.. . "	""
Class	InterestCalculationArrangementModality	""	""	"InterestModality to calculate the interest. . "	""
Attribute	InterestCalculationArrangementModality	""	InterestCalculationMethod	"A method has to be used for calculating the interest"	InterestCalculationMethodTypeValues
Attribute	InterestCalculationArrangementModality	""	InterestCalculationFrequency	"The periodicity of the calculation of the interest. (ISO20022). "	String
Attribute	InterestCalculationArrangementModality	""	InterestCalculationDate	"The calculation date of the interest amount. (ISO20022)"	DateTime
Attribute	InterestCalculationArrangementModality	""	InterestCalculationParameter	"A parameter used to calculate the interest. "	String
Attribute	InterestCalculationArrangementModality	""	InterestCalculationMethodType	"Specifies whether the interest calculation method is simple or compounding. (ISO20022). . Simple: Calculation method by which interest is calculated on the original principal only. Accumulated interest from prior periods is not used in calculations for the following periods. (ISO20022). . Compounding: Calculation method by which interest is calculated each period on the original principal and all interest accumulated during past periods. (ISO20022)"	InterestCalculationMethodTypeValues
Class	InterestCalculationArrangementModality	InterestArrangementModality	""	"A selection of interest product feature modalities for a specific interest arrangement in a specific agreemen"	""
Class	ProductFeature	""	""	"A detailed characteristic of a product expressed in offered services and the terms and conditions applicable to the delivery of the services."	""
Attribute	ProductFeature	""	ProductFeatureType	"The type or category of product/service features"	ProductFeatureType
Attribute	ProductFeature	""	ProductFeatureSpecification	""	String
Class	FeeArrangementFulfillmentEvent	""	""	"An even that triggers the fulfilment of a fee arrangement."	""
Attribute	FeeArrangementFulfillmentEvent	""	FeeAmount	"Amount of fee that is charged. . . Amount of money that results from the application of an adjustment (charges. fees, discount or allowance) to the amount due. (ISO20022)"	String
Attribute	FeeArrangementFulfillmentEvent	""	FeeDueDate	"Date on which the fee needs to be paid."	String
Attribute	FeeArrangementFulfillmentEvent	""	FeeEventDescription	"Information about the fee transaction, such as reason, period, applied formula... "	String
Class	FeeArrangementFulfillmentEvent	ArrangementFulfillmentEvent	""	"The fulfilment of the engagements (obligations/rights) taken in an arrangement"	""
Class	MoneyTransferInstruction	""	""	"Instruction to execute a payment from a payer to a payee"	""
Attribute	MoneyTransferInstruction	""	MoneyTransferInstructionType	"Classification of the Money Transfer Instruction according to the event that lead to the instruction. . e.g. withdrawal, interest disbursement, direct debit, card payment."	String
Attribute	MoneyTransferInstruction	""	MoneyTransferInstructionAmount	"Amount of money to be transferred."	String
Attribute	MoneyTransferInstruction	""	MoneyTransferInstructionAmountCurrency	"Currency in which the transfer amount is expressed."	String
Attribute	MoneyTransferInstruction	""	MoneyTransferInstructionPurpose	"The reason why the instruction is given. . can be reference to a lot of information, concerning e.g. a purchase, an arrangement fulfillment event, a billing period..."	String
Attribute	MoneyTransferInstruction	""	MoneyTransferInstructionRequestedMechanism	"The network to be used for the processing of the money transfer instruction as requested in the instruction.. e.g. instant SEPA?"	String
Attribute	MoneyTransferInstruction	""	MoneyTransferInstructionStatus	"The processing status of the instruction"	InstructionLifecycleStatus
Attribute	MoneyTransferInstruction	""	MoneyTransferInstructionChannelReference	"Reference to the contact channel that was used to give the money transfer instruction"	String
Class	MoneyTransferInstruction	FinancialInstruction	""	"An instruction to do something expressed in an amount of money."	""
Class	MoneyTransferInstruction	Instruction	""	"A request to do something. "	""
Class	SweepArrangementFulfillmentEvent	""	""	"Execution of the sweep arrangement "	""
Attribute	SweepArrangementFulfillmentEvent	""	SweepEventCounterAccountReference	""	String
Attribute	SweepArrangementFulfillmentEvent	""	SweepEventAmount	"The account in which the sweep amount came from or went to"	String
Attribute	SweepArrangementFulfillmentEvent	""	SweepEventExecutionDate	"The date on which the sweep transfer was executed"	String
Class	SweepArrangementFulfillmentEvent	ArrangementFulfillmentEvent	""	"The fulfilment of the engagements (obligations/rights) taken in an arrangement"	""
Class	SweepArrangementFulfillmentEvent	FinancialTransaction	""	"A transaction that changes the financial position (the status of the finances) of involved party.. "	""
Class	InterestArrangementFulfillmentEvent	""	""	"A fulfillment of a specific interest arrangement "	""
Attribute	InterestArrangementFulfillmentEvent	""	InterestEventAmount	"The amount of interest that is subject of this transaction"	String
Attribute	InterestArrangementFulfillmentEvent	""	AppliedInterestType	"The InterestType of the Interest arrangement this is a transaction for"	String
Attribute	InterestArrangementFulfillmentEvent	""	AccuredInterestAmount	"Interest amount that has accrued in between coupon payment periods. (ISO20022)"	String
Attribute	InterestArrangementFulfillmentEvent	""	AccuredInterestType	""	String
Attribute	InterestArrangementFulfillmentEvent	""	InterestTaxAmount	""	String
Attribute	InterestArrangementFulfillmentEvent	""	InterestEventDueDate	"The date on which the interest has to be payed"	String
Attribute	InterestArrangementFulfillmentEvent	""	InterestEventDescription	"Description of the transaction, such as applied interest rate, Interest period ..."	String
Attribute	InterestArrangementFulfillmentEvent	""	InterestEventRateType	""	String
Class	InterestArrangementFulfillmentEvent	ArrangementFulfillmentEvent	""	"The fulfilment of the engagements (obligations/rights) taken in an arrangement"	""
Class	DepositInstruction	""	""	"A financial instruction to fulfill a deposit service arrangement.. . An instruction to place money on an account."	""
Attribute	DepositInstruction	""	DepositSourceReference	"Reference to how, by whom and in what "materialization" the deposit is performed? . . e.g. by cheque, in cash. "	String
Attribute	DepositInstruction	""	DepositType	"Type of an applied deposit. . e.g. conditional awaiting confirmation of a cheque"	String
Attribute	DepositInstruction	""	DepositMessage	"Information about the purpose or other reference information accompanying the deposit. "	String
Attribute	DepositInstruction	""	DepositAmount	"the deposited amount"	String
Attribute	DepositInstruction	""	DepositInstructionDate	"The Date on which the deposit is initiated"	String
Class	DepositInstruction	MoneyTransferInstruction	""	"Instruction to execute a payment from a payer to a payee"	""
Class	DepositInstruction	FinancialInstruction	""	"An instruction to do something expressed in an amount of money."	""
Class	DepositInstruction	PaymentInstruction	""	"Instruction to pay an amount of money to an ultimate beneficiary, on behalf of an originator. (ISO20022)"	""
Class	MoneyTransferTransaction	""	""	"Transfer of money between two parties and/or accounts"	""
Attribute	MoneyTransferTransaction	""	MoneyTransferTransaction Amount	"The amount of money transferred from the source to the target."	Amount
Attribute	MoneyTransferTransaction	""	MoneyTransferTransactionCurrency	"The currency of the money transfer amount"	String
Attribute	MoneyTransferTransaction	""	MoneyTransferTransactionSourceAccount	"The account the money is transferred from."	String
Attribute	MoneyTransferTransaction	""	MoneyTransferTransactionTargetAccount	"The account the money is transferred to."	String
Attribute	MoneyTransferTransaction	""	MoneyTransferInstructionReference	""	String
Attribute	MoneyTransferTransaction	""	MoneyTransferUsedMethod	"The method used to transfer money; Can be a payment network but also something physical."	String
Attribute	MoneyTransferTransaction	""	MoneyTransferValueDate	"The date on which the money is considerd to have left/have arrived become active can be used /strats to starts is considerd to be "	String
Class	MoneyTransferTransaction	FinancialTransaction	""	"A transaction that changes the financial position (the status of the finances) of involved party.. "	""
Class	MoneyTransferTransaction	Transaction	""	"A planned or performed action in the context of concluding or fulfilling an agreement. . . Act to do something."	""
Class	WithdrawalInstruction	""	""	"The instruction concerning to take money from an account."	""
Attribute	WithdrawalInstruction	""	WithdrawalTargetReference	"Reference to how, by whom and in what "materialisation" the withdrawal is performed.. . e.g. as a bank cheque, in cash"	
Attribute	WithdrawalInstruction	""	WithdrawalType	"The type of withdrawal transaction that is applied to the account (e.g. customer withdrawal, internal service charge, disbursement). . . Type of the withdrawal. e.g. reservation, actual withdrawal ???"	
Attribute	WithdrawalInstruction	""	WithdrawalMessage	"Information about the purpose or other reference information accompanying the withdrawal."	
Attribute	WithdrawalInstruction	""	WithdrawalAmount	"The withdrawn amount"	
Attribute	WithdrawalInstruction	""	WithdrawalInstructionDate	"The Date(time) on which the withdrawal is initiated."	
Class	WithdrawalInstruction	FinancialInstruction	""	"An instruction to do something expressed in an amount of money."	""
Class	WithdrawalInstruction	MoneyTransferInstruction	""	"Instruction to execute a payment from a payer to a payee"	""
Class	WithdrawalInstruction	PaymentInstruction	""	"Instruction to pay an amount of money to an ultimate beneficiary, on behalf of an originator. (ISO20022)"	""
Class	InformationArrangement	""	""	"An arrangement concerning the information the bank will provide about the agreement/account"	""
Attribute	InformationArrangement	""	AccountStatementType	"Type of statement agreed upon. . e.g. balance, mini-statement, annual "	String
Attribute	InformationArrangement	""	AccountStatementSchedule	"Definition of the timetable for providing statements. . e.g. start date and frequency, or a list of dates or "on demand""	String
Attribute	InformationArrangement	""	AccountStatementContenttype	"Content type to be included in the statements . . e.g. type of transactions and transaction details"	String
Class	InformationArrangement	TermDepositArrangement	""	"An arrangement defining the applicable features for a Corporate Deposit Agreement. . . "	""
Class	InformationArrangement	SavingsAccountArrangement	""	"An arrangement defining the applicable features for a savings account agreement. . . The arrangement type is one of those possible/mandatory for the sale of a savings account product. The actual arrangements are a selection of those offered under the savings account product. "	""
Class	InformationArrangement	TermDepositAccountArrangement	""	""	""
Class	AccountStatement	""	""	"to do: definitie opzoeken. . A statement of account is a detailed report of the contents of an account. (AccountingTool)"	""
Attribute	AccountStatement	""	AccountStatementBalanceType	"a Classification of the balance that is shown on a statement. . e.g. booked, available, closing... "	String
Attribute	AccountStatement	""	AccounStatementBalance	"The balance (of balance type) that is shown on an account statement"	String
Attribute	AccountStatement	""	AccounStatementIdentification,	"Unique identification of an account statement"	String
Attribute	AccountStatement	""	AccountStatementType	"Classification of account statement according to ....  "	String
Attribute	AccountStatement	""	AccountStatementContentType	"classification of the content that is mentioned on an account statement"	String
Attribute	AccountStatement	""	AcountStatementPeriod	"Period about which an account statement provides information"	String
Attribute	AccountStatement	""	AccountStatement Content	"The information contained by the account statement "	String
Class	CustomerAgreement	""	""	"An agreement between a bank and its customer. "	""
Class	CustomerAgreement	Agreement	""	"A formal or informal common understanding between two or more (legal competent) parties concerning one or more subject matters expressed in a set of arrangements, terms and conditions. (adapted from Legal System and FIBO) "	""
Class	RewardPointArrangement	""	""	"An arrangement which is specifying the oblogation and right or the term and condition for collecting or calculating a RewardPoint"	""
Class	RewardPointArrangement	Arrangement	""	"An agreed commitment to perform actions that meet obligations under an agreement"	""
Class	RewardPointArrangementModality	""	""	"Specification of how a RewardPointArrangement can be fulfilled. . - e.g., Reward Point Calculating Formula, Redemption Value Calculation Formula. . "	""
Class	Agreement	""	""	"A formal or informal common understanding between two or more (legal competent) parties concerning one or more subject matters expressed in a set of arrangements, terms and conditions. (adapted from Legal System and FIBO) "	""
Attribute	Agreement	""	AgreementSignedDate	"Date on which the agreement was signed by all parties. (ISO20022)"	Date
Attribute	Agreement	""	AgreementType	"Specifies the category of agreement. Agreement type is very often referred to product. But, the term product does not cover all kinds of agreements. An Agreement can be subtyped from the perspective of various aspects of interest. One can classify the agreement from the perspective of format type (e.g., verbal agreement, written agreement). Other one can classify agreement based on duration like short-term agreement or long-term agreement."	AgreementType
Attribute	Agreement	""	AgreementValidityPeriod	"Period during which the agreement is valid. "	DateTimePeriod
Attribute	Agreement	""	AgreementVersion	""	String
Attribute	Agreement	""	AgreementStatus	"A characteristic of agreement which refers to the LifecycleStatus of agreement (e.g., potential, offered, confirmed, completed, signed, terminated)."	AgreementLifecycleStatus
Attribute	Agreement	""	AgreementSubjectMatter	""	String
Attribute	Agreement	""	AgreementIdentification	"The identifier of agreement like Agreement Number, Contract Number, Contract Registration Number, etc. "	Identifier
Attribute	Agreement	""	AgreementDate	"A characteristic of agreement which refers to 1) LifecycleDate of agreement (e.g., SignedDate, TerminatedDate, FulfilledDate) OR 2) ArrangedDate of agreement (e.g., StartingDate, EndingDate, ValidityPeriod, EffectiveDate)."	DateTime
Class	Instruction	""	""	"A request to do something. "	""
Attribute	Instruction	""	InstructionDueDate	""	Date
Attribute	Instruction	""	InstructionStatus	"A characteristic of instruction which refers to the LifecycleStatus of instruction (e.g., requested, executed, fulfilled, etc.); "	InstructionLifecycleStatus
Attribute	Instruction	""	ObligeeReference	""	String
Attribute	Instruction	""	ObligorReference	""	String
Attribute	Instruction	""	InstructionIdentifier	"An identifier that allows to uniquely refer to an instance of an Instruction.. "	Identifier
Attribute	Instruction	""	InstructionType	"Classification Value classifying the instruction according to the "type of action" to be applied to a subject matter.. . examples: payment instruction, withdrawal instruction, blocking instruction, accounting instruction, sending instruction, purchase instruction blocked deposit, a blocked securities portfolio, pawn, etc."	String
Attribute	Instruction	""	InstructionResult	""	String
Attribute	Instruction	""	InstructionDescription	""	String
Attribute	Instruction	""	InstructionLog	""	String
Attribute	Instruction	""	InstructionPurpose	""	String
Class	Transaction	""	""	"A planned or performed action in the context of concluding or fulfilling an agreement. . . Act to do something."	""
Attribute	Transaction	""	TransactionIdentification	"An identifier that allows to uniquely refer to an instance of a transaction."	Identifier
Attribute	Transaction	""	TransactionDate	"The Date that the transaction has occurred or is planned to occur.. A characteristic of transaction which refers to the LifecycleDate of transaction (e.g., initiated date, executed date, fulfillment date). "	TransactionDate
Attribute	Transaction	""	TransactionType	"Specifies the category of Transaction like payment transaction, accounting transaction, financial Transaction, banking transaction, etc. "	TransactionType
Attribute	Transaction	""	TransactionDescription	"A detailed explanation or commentary of transaction."	Text
Attribute	Transaction	""	TransactionStatus	"A characteristic of transaction which refers to the LifecycleStatus of transaction (e.g., initiated, executed, confirmed, cancelled, etc.) "	TransactionLifecycleStatus
Attribute	Transaction	""	TransactionName	"The name of transaction."	Name
Class	Transaction	Action	""	"An event related to the behaviour performed by an actor. . . Comment:. An actor can be a party or a machine. An action Includes various types of requests, orders and financial transactions. Includes responses where appropriate.. An action is an event which means that the concept describes the result of acting."	""
Class	Arrangement	""	""	"An agreed commitment to perform actions that meet obligations under an agreement"	""
Attribute	Arrangement	""	ActionType	""	ActionType
Attribute	Arrangement	""	ArrangementStartDate	""	DateTime
Attribute	Arrangement	""	ArrangementEndDate	""	DateTime
Attribute	Arrangement	""	ArrangementStatus	"A characteristic of arrangement which refers to the LifecycleStatus of arrangement (e.g., requested, proposed, offered, accepted, cancelled, terminated, fulfilled, etc.)"	ArrangementLifecycleStatus
Class	RewardPointTransaction	""	""	"An event or transaction which is the result of fulfillment of a RewardPointArrangement.. . Refers to a customer transaction that generates reward points "	""
Class	RewardPointTransaction	Event	""	"Something that happens, has happened, can happen or is planned to happen."	""
Class	RewardPointTransaction	Transaction	""	"A planned or performed action in the context of concluding or fulfilling an agreement. . . Act to do something."	""
Class	RewardPointInstruction	""	""	"An instruction to fulfill an RewardPointArrangement"	""
Class	RewardPointInstruction	Instruction	""	"A request to do something. "	""
